False: Rail Tanker Stamped With 'COVID-19',https://www.boomlive.in/world/coronavirus/false-rail-tanker-stamped-with-covid-19-7397,Rail freight tanker is stamped with COVID-19.,FALSE,Social Media users,,FALSE
Australia's Department of Health did not issue a warning that 'using petrol pumps can spread COVID-19',https://factcheck.afp.com/australias-department-health-did-not-issue-warning-using-petrol-pumps-can-spread-covid-19,Australian hospitals issued a warning over petrol pumps’ role in COVID-19 spread,FALSE,Multiple sources,,FALSE
Fake Graphic Claims Amit Shah Tests Positive For Coronavirus,https://www.boomlive.in/fake-news/fake-graphic-claims-amit-shah-tests-positive-for-coronavirus-7393,Amit Shah tests positive for COVID-19,FALSE,Social Media,,FALSE
Corona Outbreak: Did Zimbabwe Police Beat Up Churchgoers?,https://www.boomlive.in/world/coronavirus/corona-outbreak-did-zimbabwe-police-beat-up-churchgoers-7392,Police in Zimbabwe beating churchgoers because their place of worship refused to close to prevent the spread of COVID-19,FALSE,Facebook,,FALSE
False claim circulates online that certain countries in Asia are using helicopters to spray 'COVID-19 disinfectant',https://factcheck.afp.com/false-claim-circulates-online-certain-countries-asia-are-using-helicopters-spray-covid-19,Air forces in Sri Lanka and the Philippines are spraying COVID-19 disinfectant from military helicopters,FALSE,Multiple sources,,FALSE
Did Millions of Canceled Cellphones Reveal Unreported ...,https://www.snopes.com/fact-check/china-cellphones-coronavirus/,A drop of 21 million cellphone subscribers in China in early 2020 documents that the death toll from COVID-19 was vastly underreported in that country.,Snopes.Unproven,,,unverified
VERA FILES FACT CHECK: Posts showing 'Italian army' moving COVID-19 corpses FALSELY use photos from France,https://verafiles.org/articles/vera-files-fact-check-posts-showing-italian-army-moving-covi,Photo shows army trucks in Italy carrying bodies of fatalities from coronavirus disease or COVID-19,FALSE,Multiple FB netizens,,FALSE
Viral audio falsely claims 59 positive coronavirus cases in Nagpur,https://www.altnews.in/fake-audio-clip-claims-59-people-test-positive-for-coronavirus-in-nagpur/,"Covid-19 positive cases in Nagapur reach 59, a team from Sweden coming to Nagpur to conduct tests",FALSE,Social Media,,FALSE
"VERA FILES FACT CHECK: FB posts about coronavirus dead in Italy MISLEAD with old, unrelated photo",https://verafiles.org/articles/vera-files-fact-check-fb-posts-about-coronavirus-dead-italy,FB post warning people to stay at home during COVID pandemic carries photo of coffins in 'Italy',Misleading,Multiple FB netizens,,FALSE
Fact Check: Viral post saying Italian PM surrendered to Covid-19 is fake,https://www.indiatoday.in/fact-check/story/fact-check-viral-post-saying-italian-pm-surrendered-to-covid-19-is-fake-1660310-2020-03-27,Italian PM said that the country has surrendered to the Covid-19 pandemic,Mostly false,Social media users,,FALSE
A vaccine for COVID-19 is not about to hit shelves,https://www.aap.com.au/a-vaccine-for-covid-19-is-not-about-to-hit-shelves/,A new vaccine for COVID-19 has been developed.,False - The primary claim of the content is false.,,,FALSE
VERA FILES FACT CHECK: Viral photo of newly-developed COVID-19 'vaccine' NOT TRUE; it's a testing kit,https://verafiles.org/articles/vera-files-fact-check-viral-photo-newly-developed-covid-19-v,Photo shows COVID-19 vaccine that can kill infection in three hours,FALSE,Multiple FB netizens,,FALSE
VERA FILES FACT CHECK: Viral photo of newly-developed COVID-19 'vaccine' NOT TRUE; it's a testing kit,https://verafiles.org/articles/vera-files-fact-check-viral-photo-newly-developed-covid-19-v,"American pharmaceutical company Roche Diagnostics will release COVID-19 vaccine ""on Sunday""",FALSE,Multiple FB netizens,,FALSE
VERA FILES FACT CHECK: FB post claiming Italy has 'no more doctors' FALSE,https://verafiles.org/articles/vera-files-fact-check-fb-post-claiming-italy-has-no-more-doc,Italy has run out of doctors amid COVID-19 pandemic,FALSE,FB netizen,,FALSE
Can a Cattle Vaccine Be Used To Fight COVID-19?,https://www.snopes.com/fact-check/cattle-vaccine-covid-19/,A vaccine meant for cattle can be used to fight COVID-19.,Snopes.False,,,FALSE
Will Lemons and Hot Water Cure or Prevent COVID-19?,https://www.snopes.com/fact-check/lemons-coronavirus/,Drinking hot water with lemons will cure or prevent COVID-19; drinking hot water with lemons and sodium bicarbonate will “alkalize the immune system” and cure or prevent COVID-19.,Snopes.False,,,FALSE
Fact Check: Can Tea Cure COVID-19? No!,https://thelogicalindian.com/fact-check/tea-cure-coronavirus-covid-19-whatsapp-forward-20328,Drinking tea can cure COVID-19,Misleading,WhatsApp Forward,,FALSE
Does COVID Stand for 'Chinese-Originated Viral Infectious Disease'?,https://www.snopes.com/fact-check/does-covid-stand-for/,"""COVID-19"" is named so because it is the 19th ""Chinese-Originated Viral Infectious Disease.""",Snopes.False,,,FALSE
This photo shows a COVID-19 test kit developed by a South Korean company,https://factcheck.afp.com/photo-shows-covid-19-test-kit-developed-south-korean-company,Picture shows COVID-19 vaccine developed by American scientists,FALSE,Multiple sources,,FALSE
This photo shows coffins for dead migrants after a boat capsized off the coast of Italy in 2013,https://factcheck.afp.com/photo-shows-coffins-dead-migrants-after-boat-capsized-coast-italy-2013,Picture shows those deceased from COVID-19 in Italy,FALSE,Multiple sources,,FALSE
Some fast-food chains turn away truckers at drive-thru windows. One has offered a solution,https://www.politifact.com/factchecks/2020/mar/26/facebook-posts/some-fast-food-chains-turn-away-truckers-drive-thr/,Says truck drivers are being turned away from fast-food restaurants during the COVID-19 pandemic.,Mostly True,Facebook posts,,TRUE
This video has circulated online since at least 2013 and shows people receiving Bibles,https://factcheck.afp.com/video-has-circulated-online-least-2013-and-shows-people-receiving-bibles,Video shows China lifts ban on Korans during COVID-19 pandemic,FALSE,Multiple sources,,FALSE
Iran's Misleading Denial That It's Spreading COVID-19 Conspiracies,https://www.polygraph.info/a/iran-s-misleading-denial-that-it-s-spreading-covid-19-conspiracies-/30511481.html,"“If @StateDept claims the mounting global questions about US role in #COVID19 pandemic are mere ""Iran-made conspiracy theories"", then US must answer some of these questions asked by the Global Research.”",POLYGRAPH.Misleading,Iran Foreign Ministry,,FALSE
"COVID-19 Still Without A Definitive Cure, Amid Clinical Trials",https://dubawa.org/covid-19-still-without-a-definite-cure-amid-clinical-trials/,A Facebook post asserts the US developed a COVID-19 vaccine she plans to release this Sunday.,"Currently, there are still no definitive and institutionalised vaccines for COVID-19; nonetheless, research persists and holds potential solutions.",,,unverified
'Mustard Oil' has health benefits but does not prevent COVID-19,https://factly.in/mustard-oil-has-health-benefits-but-does-not-prevent-covid-19/,Mustard oil prevents a person from getting infected with COVID-19,FALSE,SOCIAL MEDIA POST,,FALSE
VERA FILES FACT CHECK: FB post on Trump announcing launch of 'COVID-19 vaccine' NOT TRUE,https://www.verafiles.org/articles/vera-files-fact-check-fb-post-trump-announcing-launch-covid,Donald Trump announced that Roche Diagnostics will launch COVID-19 vaccine on Sunday,FALSE,FB netizen,,FALSE
FALSE: No Havana teacher has tested positive for COVID-19,https://namibiafactcheck.org.na/report/false-no-havana-teacher-has-tested-positive-for-covid-19/,"A post claiming that a teacher at a school in Havana, Windhoek, has tested positive for covid-19 has been circulating on social media platforms.","FALSE: No Havana, Windhoek, teacher has tested positive for COVID-19.",Viral social media post,,FALSE
Photo of ‘COVID-19’ rail tanker is not genuine,https://factcheck.afp.com/photo-covid-19-rail-tanker-not-genuine-0,A rail freight tanker had “COVID-19” stamped on one side,FALSE,Multiple sources,,FALSE
Did Amazon Solicit Donations to Help Pay Worker Sick Leave?,https://www.snopes.com/fact-check/amazon-donations-sick-leave/,Amazon solicited donations from the public to pay sick leave to contractors and seasonal workers during the COVID-19 pandemic.,Snopes.True,Multiple Sources,,TRUE
Fact Check: Viral lockdown phases to control Covid-19 have not ...,https://www.indiatoday.in/fact-check/story/fact-check-viral-lockdown-phases-control-covid-19-not-endorsed-who-1663542-2020-04-05,WHO has released “protocols and procedures” of lockdown periods to fight Covid-19.,Mostly false,Social media users,,FALSE
COVID-19: Couple Photographed At Spain Airport Shared As Deceased Italian Doctors,https://www.boomlive.in/fake-news/covid-19-couple-photographed-at-spain-airport-shared-as-deceased-italian-doctors-7362,Image shows Italian doctor couple sharing last few moments amid Covid-19 outbreak,FALSE,Facebook Posts,,FALSE
Was COVID-19 Created to Distract Us from a Doomsday Asteroid?,https://www.snopes.com/fact-check/coronavirus-doomsday-asteroid/,"After discovering a doomsday asteroid was approaching Earth, world leaders created the COVID-19 pandemic in an effort to distract the world population and force everyone to spend time with their families during Earth's final days.",Snopes.False,,,FALSE
"FAKE ALERT: Photo of couple shared as Covid-19-infected Italian doctors - Times of India,FAKE ALERT: Photo of couple shared as Covid-19-infected Italian doctors","https://m.timesofindia.com/times-fact-check/news/fake-alert-photo-of-couple-shared-as-covid-19-infected-italian-doctors/articleshow/74810496.cms,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-photo-of-couple-shared-as-covid-19-infected-italian-doctors/articleshow/74810496.cms",Photo of Italian doctor couple who died after contracting Covid-19 infection,"Times of India(mob)False,False",Social media users,,FALSE
Fact Check: Can Anti-Malaria Drug Cure COVID-19?,https://thelogicalindian.com/fact-check/chloroquin-covid-19-anti-malaria-drug-20307,Chloroquine can 100% cure COVID-19,FALSE,Facebook Posts,,FALSE
False: Indonesian Doctor's Last Photo Before He Died Of COVID-19,https://www.boomlive.in/fake-news/false-indonesian-doctors-last-photo-before-he-died-of-covid-19-7352,"Image shows Indonesian doctor Hadio Ali, watching his family moments before he died of COVID-19",FALSE,Facebook pages,,FALSE
This Pakistani bank said no employees had tested positive for COVID-19 and its branches remained open,https://factcheck.afp.com/pakistani-bank-said-no-employees-had-tested-positive-covid-19-and-its-branches-remained-open,Staff test positive for COVID-19 at a Pakistani bank branch in Rawalpindi,FALSE,Multiple sources,,FALSE
The Philippines’ social security agency said this report about a COVID-19 benefit payment was 'fake news',https://factcheck.afp.com/philippines-social-security-agency-said-report-about-covid-19-benefit-payment-was-fake-news,Philippines to distribute $400 to social security members for COVID-19 outbreak,FALSE,Multiple sources,,FALSE
Indian authorities refute 'fake' claim about food markets closing in Chennai during COVID-19 lockdown,https://factcheck.afp.com/indian-authorities-refute-fake-claim-about-food-markets-closing-chennai-during-covid-19-lockdown,Food and vegetables markets closed in Chennai amid COVID-19 lockdown,FALSE,Multiple Sources,,FALSE
"No, the military doesn't have COVID-19 quarantine team Humvees in Michigan",https://www.politifact.com/factchecks/2020/mar/25/viral-image/no-military-doesnt-have-covid-19-quarantine-team-h/,A military Humvee labeled “COVID-19 quarantine team” was on Interstate 696 in Michigan.,FALSE,Viral image,,FALSE
This photo shows Brazil’s president getting emotional during a 2019 speech,https://factcheck.afp.com/photo-shows-brazils-president-getting-emotional-during-2019-speech,This photo shows the Italian president crying over COVID-19,FALSE,Multiple sources,,FALSE
Ronaldo Is NOT Transforming His Hotels To Hospitals,https://dubawa.org/ronaldo-is-not-transforming-his-hotels-to-hospitals/,A Twitter post claimed Christiano Ronaldo is transforming his string of hotels to hospitals; to aid in the fight against Covid-19.,"A spokesperson from the hotel denied the claim. Moreover, there is no such statement present on any of the footballer’s media accounts.",,,unverified
Yahaya Bello Did NOT Test Positive with COVID-19,https://dubawa.org/yahaya-bello-did-not-test-positive-with-covid-19/,A blog site claimed Yahaya Bello tested positive with COVID-19.,"There are no reports by the Nigerian Centre for Disease Control to corroborate the claim. Not to mention, Yahaya Bello, himself released a video debunking the claim. Moreover, the report format lacks credibility with no discernable details or source present.",News Report Nigeria,,FALSE
15 Senators Did NOT Test Positive for Covid-19,https://dubawa.org/15-senators-did-not-test-positive-for-covid-19/,A publication by Pearls news says 15 Nigerian senators has been tested positive for Covid-19.,"No Nigerian senator has tested positive for coronavirus, not according to the NCDC or any credible news platform. The Nigerian Centre for Disease Control remains the number one source on all updates to confirmed Covid-19 cases in the country.",Pearl News,,FALSE
Is the new coronavirus transmitted through Coca Cola?,https://teyit.org/en/is-the-new-coronavirus-transmitted-through-coca-cola/,CLAIM: They try to spread the new coronavirus (Covid-19) through Coca Cola.,Teyit.False,Sosyal Medya,,FALSE
Viral video misidentifies COVID-19 patient as Canadian PM’s wife,https://factcheck.afp.com/viral-video-misidentifies-covid-19-patient-canadian-pms-wife,Person in hospital bed with COVID-19 is Sophie Grégoire Trudeau,FALSE,Multiple sources,,FALSE
Viral WhatsApp voice note in Nigeria makes misleading claims about COVID-19 fatalities projections,https://factcheck.afp.com/viral-whatsapp-voice-note-nigeria-makes-misleading-claims-about-covid-19-fatalities-projections,COVID19 could kill 45 million Nigerians,FALSE,Multiple sources,,FALSE
Are People With Type-A Blood More Susceptible to COVID-19?,https://www.snopes.com/fact-check/blood-type-covid-19/,People with Type-A blood are more susceptible to COVID-19.,Snopes.Unproven,,,unverified
It has not been confirmed that Joe Exotic has COVID-19,https://www.politifact.com/factchecks/2020/apr/03/blog-posting/it-has-not-been-confirmed-joe-exotic-has-covid-19/,“Joe Exotic tests positive for coronavirus in prison. It’s been confirmed.”,FALSE,Bloggers,,FALSE
Misinformation on COVID-19 Death Protocols in New York,https://www.factcheck.org/2020/04/misinformation-on-covid-19-death-protocols-in-new-york/,"In New York, ""every contaminated corpse"" of those who died from COVID-19 ""belongs to the state"" and will be incinerated without any ""wakes or memorial services to pay your last respects.""",FactCheck.False,Social media posts,,FALSE
Hospital beds being kept empty to prepare for COVID-19 influx,https://www.politifact.com/factchecks/2020/apr/03/facebook-posts/hospital-beds-being-kept-empty-prepare-covid-influ/,Pictures and reports of “empty hospitals” prove COVID-19 spread is “fake crisis for real government planned agendas.”,FALSE,Facebook posts,,FALSE
Fact Check: COVID-19 Vaccine Now Commercially Available?,https://thelogicalindian.com/fact-check/covid-19-testing-kit-vaccine-20296,Vaccine for COVID-19 is now available,FALSE,WhatsApp Forward,,FALSE
Fact Check: False Claim On Novel Coronavirus's Viability In Air Attributed To CNBC Goes Viral,https://thelogicalindian.com/fact-check/covid-19-cnbc-myths-20290,CNBC has reported that COVID-19 survives in the air for 8 hours; paper and plastic for 3-4 hours,Misleading,WhatsApp Forward,,FALSE
"Post compares number of abortions to COVID-19, flu deaths using flawed numbers",https://www.politifact.com/factchecks/2020/mar/24/facebook-posts/post-leans-flawed-numbers-compare-number-abortions/,"""U.S. deaths since 1/22 (2020): COVID-19: 27, flu, 4,700; abortion: 118,000.""",Mostly False,Facebook posts,,FALSE
"Posts Distort Facts on Coronavirus Air Transmission, Masks",https://www.factcheck.org/2020/03/posts-distort-facts-on-coronavirus-air-transmission-masks/,"""COVID-19 is confirmed as airborne and remain 8 hrs in air! So everyone is required to wear mask everywhere!""",FactCheck.Distorts the Facts,Facebook posts,,FALSE
Health experts refute misleading 'timeline' of COVID-19 symptoms,https://factcheck.afp.com/health-experts-refute-misleading-timeline-covid-19-symptoms,Infographic shows timeline of COVID-19 symptoms,Misleading,Multiple sources,,FALSE
Indian health authorities refute myth that juiced vegetables can cure COVID-19,https://factcheck.afp.com/indian-health-authorities-refute-myth-juiced-vegetables-can-cure-covid-19,"Drinking vegetable juice, bitter gourd, can cure COVID-19",FALSE,Mutliple Sources,,FALSE
Did Uninsured Teen Die of COVID-19 After Being Denied Treatment?,https://www.snopes.com/fact-check/teen-insurance-coronavirus/,An uninsured 17-year-old boy died of COVID-19 symptoms after being refused care due to a lack of medical insurance.,Snopes.Mixture,Multiple Sources,,FALSE
This is a scam and is not from the government,https://fullfact.org/online/coronavirus-phishing-scam/,"A scam is asking people to input the personal details, including bank details, to receive “Covid-19 Relieve.”",This is correct. This is a scam and should not be interacted with.,,,TRUE
VERA FILES FACT CHECK: Report on Japan developing 'effective' COVID-19 medicine NEEDS CONTEXT,https://www.verafiles.org/articles/vera-files-fact-check-report-japan-developing-effective-covi,Japanese drug Avigan is effective medicine against COVID-19,Needs Context,Maniladailynewsweb.com,,unverified
These numbers about Covid-19 deaths in the UK and Italy are broadly accurate,https://fullfact.org/online/deaths-covid-19-uk-italy/,"The total number of deaths from Covid-19 in Italy rose from 233 to 4,032 over about two weeks.","Correct. As reported by the Italian government, the number of deaths from Covid-19 rose from 233 on 7 March to 4,032 on 20 March.",Facebook user,,TRUE
VERA FILES FACT CHECK: Report on Japan developing 'effective' COVID-19 medicine NEEDS CONTEXT,https://www.verafiles.org/articles/vera-files-fact-check-report-japan-developing-effective-covi,Japanese drug Avigan is effective medicine against COVID-19,Needs Context,Netizenexpress.online,,unverified
"Kerala Government has asked NABARD for a loan of Rs 2,000 crore, not Rs 20,000 crore",https://factly.in/kerala-government-has-asked-nabard-for-a-loan-of-rs-2000-crore-not-rs-20000-crore/,"Kerala has asked NABARD for a loan of Rs 20,000 crore to deal with COVID-19",FALSE,SOCIAL MEDIA POST,,FALSE
CEOs did not leave their jobs in anticipation of COVID-19,https://www.aap.com.au/ceos-did-not-leave-their-jobs-in-anticipation-of-covid-19/,A Facebook post claims that a group of CEOs left their positions ahead of the COVID-19 pandemic.,False – The primary claims of the content are false.,A Facebook user,,FALSE
These numbers about Covid-19 deaths in the UK and Italy are broadly accurate,https://fullfact.org/online/deaths-covid-19-uk-italy/,"The total number of deaths from Covid-19 in the UK is now at 233, the same number of deaths reported in Italy about two weeks ago.","Correct. On 21 March, Public Health England reported a total of 233 deaths in the UK from Covid-19. However, not enough is known to say whether the number of deaths will grow at the same rate in the UK as in Italy.",Facebook user,,TRUE
Does the new coronavirus hold onto the throat for four days before going down to the lungs?,https://teyit.org/en/does-the-new-coronavirus-hold-onto-the-throat-for-four-days-before-going-down-to-the-lungs/,"CLAIM: The new coronavirus (Covid-19) holds onto the throat for four days before going down to the lungs. The virus can be prevented by gargling with salt, hot water, and vinegar.",Teyit.False,Sosyal Medya,,FALSE
Is Teens Coughing on Produce a 'Disturbing Trend' in the US?,https://www.snopes.com/fact-check/coughing-on-produce/,Youngsters deliberately coughing on produce in grocery stores during the COVID-19 pandemic is a nationwide trend in the U.S.,Snopes.False,,,FALSE
Did Kim Jong Un Order North Korea's First Coronavirus Patient To Be Executed?,https://www.snopes.com/fact-check/kim-jong-shot-coronavirus-patient/,North Korea leader Kim Jong Un ordered his country's first COVID-19 patient to be shot dead.,Snopes.Unproven,Multiple Sources,,unverified
Message Claiming Coronavirus Can Last Up To 8 Hours In Air Is Misleading,https://www.boomlive.in/fake-news/message-claiming-coronavirus-can-last-up-to-8-hours-in-air-is-misleading-7328,CNBC claims COVID-19 survives in air for 8 hours; paper and plastic for 3-4 hours,FALSE,A WhatsApp message,,FALSE
"Lemon Juice Tea Does Not Cure COVID-19 in Israel, or Anywhere ...",https://www.factcheck.org/2020/04/lemon-juice-tea-does-not-cure-covid-19-in-israel-or-anywhere-else/,"""Everyone in Israel drinks a cup of hot water with lemon and a little baking soda at night, as this is proven to kill"" coronavirus, and has prevented COVID-19 deaths in Israel.",FactCheck.False,Facebook posts,,FALSE
Did Russia Release 500 Lions To Enforce COVID-19 Lockdown?,https://www.snopes.com/fact-check/russia-release-lions-coronavirus/,Russia released more than 500 lions to make sure that people stay inside during the COVID-19 pandemic.,Snopes.False,,,FALSE
No reports Queen Elizabeth tested positive for COVID-19,https://www.politifact.com/factchecks/2020/apr/02/blog-posting/no-reports-queen-elizabeth-tested-positive-covid-1/,“Queen Elizabeth tests positive for COVID-19.”,FALSE,Bloggers,,FALSE
FAKE ALERT: Photo of Covid-19 test kits shared as its vaccine,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-photo-of-covid-19-test-kits-shared-as-its-vaccine/articleshow/74774434.cms,Covid-19 testing kit shared as vaccine,FALSE,WhatsApp users,,FALSE
Was COVID-19 Discovered in the US and South Korea on the Same Day?,https://www.snopes.com/fact-check/covid-19-discovered-us-south-korea/,The first cases of COVID-19 were reported in the United States and South Korea on the same day.,Snopes.True,Multiple Sources,,TRUE
Did A US Biotech Company Already Develop A COVID-19 Vaccine?,https://www.boomlive.in/world/coronavirus/did-a-us-biotech-company-already-develop-a-covid-19-vaccine-7372,A US biotech company has successfully created a vaccine for COVID-19,FALSE,Facebook,,FALSE
US biotech company says its COVID-19 vaccine is in the development phase,https://factcheck.afp.com/biotech-company-inovio-pharmaceuticals-says-its-vaccine-development-phase-and-still-requires-human,US Pharmaceutical develops vaccine for COVID-19 in 3 hours,Misleading,Multiple sources,,FALSE
This video has been doctored -- it does not feature the voice of Chinese businessman Jack Ma,https://factcheck.afp.com/video-has-been-doctored-it-does-not-feature-voice-chinese-businessman-jack-ma,Video shows Jack Ma praising China’s response to COVID-19 in speech,FALSE,Multiple sources,,FALSE
"Breathing In Hot Air From Sauna, Hair Dryer Does Not Treat COVID-19",https://www.boomlive.in/world/breathing-in-hot-air-from-sauna-hair-dryer-does-not-treat-covid-19-7323,Breathing in hot air from a hair dryer or in a sauna can prevent or cure COVID-19.,FALSE,"YouTube videos, Social Media users",,FALSE
This video has been doctored -- it does not feature the voice of Chinese businessman Jack Ma,https://factcheck.afp.com/video-has-been-doctored-it-does-not-feature-voice-chinese-businessman-jack-ma,Video shows Jack Ma praising China’s response to COVID-19 in speech,FALSE,Multiple sources,,FALSE
"Breathing In Hot Air From Sauna, Hair Dryer Does Not Treat COVID-19",https://www.boomlive.in/world/breathing-in-hot-air-from-sauna-hair-dryer-does-not-treat-covid-19-7323,Breathing in hot air from a hair dryer or in a sauna can prevent or cure COVID-19.,FALSE,"YouTube videos, Social Media users",,FALSE
Did the TV Show 'My Secret Terrius' Predict Coronavirus?,https://www.snopes.com/fact-check/secret-terrius-predict-covid19/,"The television show ""My Secret Terrius"" predicted the 2020 COVID-19 outbreak.",Snopes.False,,,FALSE
Post saying new coronavirus stays in the air for 8 hours is false,https://www.politifact.com/factchecks/2020/apr/02/facebook-posts/fact-checking-claims-say-covid-19-airborne/,Says COVID-19 remains in the air for eight hours and that everyone is now required to wear masks “everywhere.”,FALSE,Facebook posts,,FALSE
Indian authorities refute 'fake' advisory which claimed disinfectant would be sprayed across India to tackle COVID-19,https://factcheck.afp.com/indian-authorities-refute-fake-advisory-which-claimed-disinfectant-would-be-sprayed-across-india,Residents in India to stay indoors during nighttime COVID-19 disinfectant spraying,FALSE,Multiple Sources,,FALSE
This image has circulated in reports about China testing a potential COVID-19 vaccine that has not been approved by health authorities,https://factcheck.afp.com/image-has-circulated-reports-about-china-testing-potential-covid-19-vaccine-has-not-been-approved,China develops COVID-19 vaccine,Misleading,Multiple sources,,FALSE
Did Johns Hopkins Publish This 'Excellent Summary' of COVID-19 ...,https://www.snopes.com/fact-check/johns-hopkins-covid-summary/,"Johns Hopkins University published this ""excellent summary"" on avoiding COVID-19.",Snopes.Misattributed,Multiple Sources,,FALSE
Does George Soros Own a Lab That 'Developed' COVID-19?,https://www.snopes.com/fact-check/soros-wuhan-lab/,"Financier George Soros owns the lab in Wuhan, China, where the COVID-19 coronavirus disease was ""developed.""",Snopes.False,,,FALSE
This graphic with a purported quote from Philippine Vice President Leni Robredo has been doctored,https://factcheck.afp.com/graphic-purported-quote-philippine-vice-president-leni-robredo-has-been-doctored,Genuine graphic quoting Philippine vice president Leni Roberdo on COVID-19 response,FALSE,Multiple sources,,FALSE
Was a 5G Tower Torn Down in China To Stop COVID-19?,https://www.snopes.com/fact-check/5g-tower-torn-down-china-covid/,A video shows people in China tearing down a 5G tower in an attempt to stop the spread of COVID-19 coronavirus disease.,Snopes.Miscaptioned,Multiple Sources,,FALSE
VERA FILES FACT CHECK: Post on Kiko Pangilinan asking gov't to exempt kids from 'total lockdown' NOT TRUE,https://verafiles.org/articles/vera-files-fact-check-post-kiko-pangilinan-asking-govt-exemp,Kiko Pangilinan called on the Philippine government to exempt children from total lockdown during COVID-19 emergency,Fake,Multiple netizens,,FALSE
"Trucks were in France, not Italy; presence isn't virus related",https://www.factrakers.org/post/trucks-were-in-france-not-italy-and-not-virus-related,Photo shows trucks in Italy to transport COVID-19 corpses,Misleading,Blessed Be Philippines,,FALSE
VERA FILES FACT CHECK: 'Memo' of US hospital to drink alcohol to 'reduce risk' of COVID-19 FAKE,https://verafiles.org/articles/vera-files-fact-check-memo-us-hospital-drink-alcohol-reduce,Consuming alcoholic beverages may help reduce the risk of infection of COVID-19,Fake,Multiple netizens,,FALSE
Photo of a COVID-19 diagnostic test kit is being falsely shared as COVID-19 vaccine,https://factly.in/photo-of-a-covid-19-diagnostic-test-kit-is-being-falsely-shared-as-covid-19-vaccine/,Photo of a vaccine developed by US scientists for COVID-19,FALSE,SOCIAL MEDIA POST,,FALSE
"Pictures of Italy's 'crying president,” COVID-19 coffins false",https://www.factrakers.org/post/pictures-of-italy-s-crying-president-covid-19-coffins-false,Photos show 'crying president of Italy' and coffins of Italy's COVID-19 victims,FALSE,Rody Duterte Update,,FALSE
VERA FILES FACT CHECK: Story on SSS giving members P20k amid COVID-19 outbreak NOT TRUE,https://verafiles.org/articles/vera-files-fact-check-story-sss-giving-members-p20k-amid-cov,"Philippines' Social Security System or SSS will give P20,000 to each of its members as financial aid during COVID-19 outbreak",FALSE,Randomnames.club,,FALSE
VERA FILES FACT CHECK: FB post on countries drafting military for 'public order' MISLEADS with inaccurate photos,https://verafiles.org/articles/vera-files-fact-check-fb-post-countries-drafting-military-pu,"Photos show military was drafted to maintain public order during COVID-19 outbreak in USA, South Korea, India, China, Japan, Vietnam, and Iran",Misleading,FB netizen,,FALSE
